element,web_name,first_name,second_name,team_id,element_type,status,chance_of_playing_this_round,chance_of_playing_next_round,news,news_added,now_cost,selected_by_percent,form,minutes,starts,transfers_in_event,transfers_out_event,ep_this,ep_next,team,snapshot_time,snapshot_date,next_gw,current_gw,next_deadline,hours_to_deadline
241,McNeil,Dwight,McNeil,9,3,a,NA,NA,,NA,55,0.1,0.0,1161,14,0,0,NA,2.0,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
242,George,Tyrique,George,9,3,a,NA,NA,,NA,55,0.1,0.0,351,1,0,0,NA,2.0,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
243,Alcaraz,Carlos,Alcaraz Durán,9,3,a,NA,NA,,NA,50,0.1,0.0,679,6,0,0,NA,1.5,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
244,Armstrong,Harrison,Armstrong,9,3,a,NA,NA,,NA,50,0.1,0.0,524,6,0,0,NA,1.5,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
245,Dibling,Tyler,Dibling,9,3,a,NA,NA,,NA,55,0.1,0.0,349,4,0,0,NA,2.0,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
246,Röhl,Merlin,Röhl,9,3,a,NA,NA,,NA,50,0.1,0.0,675,6,0,0,NA,1.5,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
247,Hackney,Hayden,Hackney,9,3,a,NA,NA,,NA,55,0.3,0.0,0,0,0,0,NA,2.0,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
248,Beto,Norberto Bercique,Gomes Betuncal,9,4,a,NA,NA,,NA,55,3.3,0.0,1551,17,0,0,NA,1.8,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
249,Barry,Thierno,Barry,9,4,a,NA,NA,,NA,55,0.9,0.0,1898,21,0,0,NA,1.8,EVE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
250,Leno,Bernd,Leno,10,1,a,NA,NA,,NA,45,3.1,0.0,3420,38,0,0,NA,1.9,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
251,Lecomte,Benjamin,Lecomte,10,1,a,NA,NA,,NA,40,1.5,0.0,0,0,0,0,NA,1.0,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
252,McNally,Alfie,McNally,10,1,a,NA,NA,,NA,40,0.3,0.0,0,0,0,0,NA,1.0,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
253,Andersen,Joachim,Andersen,10,2,s,NA,0,Suspended until 29 Aug,2026-07-23T12:01:23.516350Z,50,0.1,0.0,2882,33,0,0,NA,0.0,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
254,Robinson,Antonee,Robinson,10,2,a,NA,NA,,NA,45,2.9,0.0,1487,17,0,0,NA,1.7,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
255,J.Cuenca,Jorge,Cuenca Barreno,10,2,a,NA,NA,,NA,45,0.0,0.0,935,11,0,0,NA,1.7,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
256,Tete,Kenny,Tete,10,2,a,NA,NA,,NA,45,0.2,0.0,1791,21,0,0,NA,1.7,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
257,Bassey,Calvin,Bassey,10,2,a,NA,NA,,NA,45,0.5,0.0,2532,28,0,0,NA,1.7,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
258,Castagne,Timothy,Castagne,10,2,a,NA,NA,,NA,45,0.2,0.0,1838,20,0,0,NA,1.7,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
261,Iwobi,Alex,Iwobi,10,3,a,NA,NA,,NA,55,0.9,0.0,2420,29,0,0,NA,2.0,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
262,Smith Rowe,Emile,Smith Rowe,10,3,a,NA,NA,,NA,55,0.4,0.0,1909,22,0,0,NA,2.0,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
263,Kevin,Kevin,Santos Lopes de Macedo,10,3,a,NA,NA,,NA,55,0.1,0.0,1030,9,0,0,NA,2.0,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
264,Bobb,Oscar,Bobb,10,3,a,NA,NA,,NA,55,0.4,0.0,1030,11,0,0,NA,2.0,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
265,Berge,Sander,Berge,10,3,a,NA,NA,,NA,50,0.4,0.0,2904,34,0,0,NA,1.5,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
266,Cairney,Tom,Cairney,10,3,a,NA,NA,,NA,50,0.0,0.0,756,6,0,0,NA,1.5,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
267,Lukić,Saša,Lukić,10,3,a,NA,NA,,NA,50,0.1,0.0,1730,20,0,0,NA,1.5,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
268,King,Josh,King,10,3,a,NA,NA,,NA,55,0.1,0.0,1290,15,0,0,NA,2.0,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
269,Sessegnon,Ryan,Sessegnon,10,2,a,NA,NA,,NA,45,0.4,0.0,1816,20,0,0,NA,1.7,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
270,Reed,Harrison,Reed,10,3,a,NA,NA,,NA,45,1.1,0.0,89,1,0,0,NA,1.0,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
271,Muniz,Rodrigo,Muniz Carvalho,10,4,a,NA,NA,,NA,55,0.7,0.0,987,10,0,0,NA,1.8,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
272,Kusi-Asare,Jonah,Kusi-Asare,10,4,a,NA,NA,,NA,45,8.3,0.0,49,0,0,0,NA,1.0,FUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
273,Phillips,Dillon,Phillips,11,1,a,NA,NA,,NA,40,2.2,0.0,0,0,0,0,NA,1.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
274,Butland,Jack,Butland,11,1,a,NA,NA,,NA,45,1.0,0.0,0,0,0,0,NA,1.9,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
275,Cartwright,Harvey,Cartwright,11,1,u,NA,0,Has joined Grimsby Town on loan for the rest of the season,2026-07-29T13:00:27.959925Z,40,0.1,0.0,0,0,0,0,NA,0.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
276,Lo-Tutala,Thimothée,Lo-Tutala,11,1,a,NA,NA,,NA,40,0.2,0.0,0,0,0,0,NA,1.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
277,Egan,John,Egan,11,2,a,NA,NA,,NA,40,0.8,0.0,0,0,0,0,NA,1.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
278,Hughes,Charlie,Hughes,11,2,i,NA,0,Groin injury - Unknown return date,2026-08-02T09:00:11.030017Z,40,1.6,0.0,0,0,0,0,NA,0.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
279,Ajayi,Semi,Ajayi,11,2,a,NA,NA,,NA,40,0.6,0.0,0,0,0,0,NA,1.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
280,Coyle,Lewie,Coyle,11,2,a,NA,NA,,NA,40,0.3,0.0,0,0,0,0,NA,1.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
281,Drameh,Cody,Drameh,11,2,a,NA,NA,,NA,40,0.1,0.0,0,0,0,0,NA,1.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
282,Giles,Ryan,Giles,11,2,a,NA,NA,,NA,40,0.6,0.0,0,0,0,0,NA,1.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
283,Jacob,Matty,Jacob,11,2,d,NA,75,Hip injury - 75% chance of playing,2026-08-02T09:00:11.038361Z,40,0.1,0.0,0,0,0,0,NA,0.8,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
284,McCarthy,Cathal,McCarthy,11,2,a,NA,NA,,NA,40,0.1,0.0,0,0,0,0,NA,1.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
285,McNair,Paddy,McNair,11,2,a,NA,NA,,NA,40,0.1,0.0,0,0,0,0,NA,1.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
286,Belloumi,Mohamed,Belloumi,11,3,a,NA,NA,,NA,50,0.6,0.0,0,0,0,0,NA,1.5,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
287,Millar,Liam,Millar,11,3,a,NA,NA,,NA,50,0.1,0.0,0,0,0,0,NA,1.5,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
288,Dowell,Kieran,Dowell,11,3,a,NA,NA,,NA,45,0.5,0.0,0,0,0,0,NA,1.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
289,Crooks,Matt,Crooks,11,3,a,NA,NA,,NA,45,0.6,0.0,0,0,0,0,NA,1.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
290,Slater,Regan,Slater,11,3,a,NA,NA,,NA,45,1.8,0.0,0,0,0,0,NA,1.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
291,Matazo,Eliot,Matazo,11,3,i,NA,0,Knee injury - Unknown return date,2026-07-23T12:01:23.532635Z,45,0.0,0.0,0,0,0,0,NA,0.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
292,Ömür,Abdülkadir,Ömür,11,3,a,NA,NA,,NA,50,0.0,0.0,0,0,0,0,NA,1.5,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
293,Kamara,Abu,Kamara,11,3,a,NA,NA,,NA,50,0.1,0.0,0,0,0,0,NA,1.5,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
294,Zambrano,Óscar,Zambrano,11,3,a,NA,NA,,NA,45,0.6,0.0,0,0,0,0,NA,1.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
295,McBurnie,Oli,McBurnie,11,4,a,NA,NA,,NA,55,1.9,0.0,0,0,0,0,NA,1.8,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
296,Akintola,David,Akintola,11,3,a,NA,NA,,NA,50,0.1,0.0,0,0,0,0,NA,1.5,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
297,Gyabi,Darko,Gyabi,11,3,a,NA,NA,,NA,45,0.2,0.0,0,0,0,0,NA,1.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
298,Destan,Enis,Destan,11,4,a,NA,NA,,NA,45,2.6,0.0,0,0,0,0,NA,1.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
299,Burstow,Mason,Burstow,11,4,u,NA,0,Has joined Sheffield Wednesday on loan for the rest of the season,2026-08-03T14:05:20.234842Z,45,1.0,0.0,0,0,0,0,NA,0.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
556,Targett,Matt,Targett,11,2,a,NA,NA,,NA,40,2.4,0.0,0,0,0,0,NA,1.0,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
563,Morita,Hidemasa,Morita,11,3,a,NA,NA,,NA,50,0.1,0.0,0,0,0,0,NA,1.5,HUL,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
259,Diop,Issa,Diop,12,2,a,NA,NA,,NA,40,20.0,0.0,812,8,0,0,NA,1.0,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
300,Walton,Christian,Walton,12,1,a,NA,NA,,NA,45,0.6,0.0,0,0,0,0,NA,1.9,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
301,Palmer,Alex,Palmer,12,1,a,NA,NA,,NA,40,5.9,0.0,0,0,0,0,NA,1.0,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
302,Button,David,Button,12,1,a,NA,NA,,NA,40,0.6,0.0,0,0,0,0,NA,1.0,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
303,Kipré,Cédric,Kipré,12,2,a,NA,NA,,NA,40,0.3,0.0,0,0,0,0,NA,1.0,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
304,O'Shea,Dara,O'Shea,12,2,a,NA,NA,,NA,40,1.3,0.0,0,0,0,0,NA,1.0,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
305,Davis,Leif,Davis,12,2,a,NA,NA,,NA,40,3.6,0.0,0,0,0,0,NA,1.0,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
306,Greaves,Jacob,Greaves,12,2,a,NA,NA,,NA,40,0.5,0.0,0,0,0,0,NA,1.0,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
307,Johnson,Ben,Johnson,12,2,a,NA,NA,,NA,40,0.1,0.0,0,0,0,0,NA,1.0,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
308,Furlong,Darnell,Furlong,12,2,a,NA,NA,,NA,40,0.3,0.0,0,0,0,0,NA,1.0,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
309,Núñez,Marcelino,Núñez,12,3,a,NA,NA,,NA,50,0.2,0.0,0,0,0,0,NA,1.5,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
310,Matusiwa,Azor,Matusiwa,12,3,i,NA,0,Muscular injury - Unknown return date,2026-07-29T18:00:10.305484Z,50,0.1,0.0,0,0,0,0,NA,0.0,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
311,Burns,Wes,Burns,12,3,a,NA,NA,,NA,50,0.1,0.0,0,0,0,0,NA,1.5,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
312,Taylor,Jack,Taylor,12,3,i,NA,0,Knee injury - Unknown return date,2026-07-29T18:00:10.319370Z,45,0.3,0.0,0,0,0,0,NA,0.0,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
313,Clarke,Jack,Clarke,12,3,a,NA,NA,,NA,55,0.3,0.0,0,0,0,0,NA,2.0,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
314,Ogbene,Chiedozie,Ogbene,12,3,a,NA,NA,,NA,50,0.0,0.0,0,0,0,0,NA,1.5,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
315,Fatawu,Abdul,Fatawu,12,3,a,NA,NA,,NA,55,0.3,0.0,0,0,0,0,NA,2.0,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
316,Emersonn,Emersonn,Correia da Silva,12,4,a,NA,NA,,NA,55,0.3,0.0,0,0,0,0,NA,1.8,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
317,Hirst,George,Hirst,12,4,a,NA,NA,,NA,50,0.5,0.0,0,0,0,0,NA,1.4,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
318,Philogene,Jaden,Philogene,12,3,a,NA,NA,,NA,55,0.2,0.0,0,0,0,0,NA,2.0,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
319,Szmodics,Sam,Szmodics,12,3,a,NA,NA,,NA,50,0.1,0.0,0,0,0,0,NA,1.5,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
320,Akpom,Chuba,Akpom,12,4,a,NA,NA,,NA,50,0.5,0.0,0,0,0,0,NA,1.4,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
321,Walle Egeli,Sindre,Walle Egeli,12,4,a,NA,NA,,NA,45,2.3,0.0,0,0,0,0,NA,1.0,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
322,Al-Hamadi,Ali,Al-Hamadi,12,4,a,NA,NA,,NA,50,0.2,0.0,0,0,0,0,NA,1.4,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
323,McAteer,Kasey,McAteer,12,3,a,NA,NA,,NA,45,1.8,0.0,0,0,0,0,NA,1.0,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
324,Mehmeti,Anis,Mehmeti,12,3,a,NA,NA,,NA,50,0.1,0.0,0,0,0,0,NA,1.5,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
554,Van Oevelen,Kayne,van Oevelen,12,1,a,NA,NA,,NA,45,0.1,0.0,0,0,0,0,NA,1.9,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
562,Maeda,Daizen,Maeda,12,3,a,NA,NA,,NA,55,0.4,0.0,0,0,0,0,NA,2.0,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
564,Scherpen,Kjell,Scherpen,12,1,a,NA,NA,,NA,45,0.2,0.0,0,0,0,0,NA,1.9,IPS,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
260,Wilson,Harry,Wilson,13,3,a,NA,NA,,NA,65,8.6,0.0,2674,32,0,0,NA,2.3,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
326,Perri,Lucas Estella,Perri,13,1,a,NA,NA,,NA,45,0.7,0.0,1440,16,0,0,NA,1.9,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
327,Bijol,Jaka,Bijol,13,2,a,NA,NA,,NA,50,0.3,0.0,1888,21,0,0,NA,2.2,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
329,Rodon,Joe,Rodon,13,2,a,NA,NA,,NA,45,1.8,0.0,2952,33,0,0,NA,1.7,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
330,Bogle,Jayden,Bogle,13,2,a,NA,NA,,NA,45,0.4,0.0,2795,32,0,0,NA,1.7,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
331,Gudmundsson,Gabriel,Gudmundsson,13,2,a,NA,NA,,NA,45,0.5,0.0,2637,31,0,0,NA,1.7,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
332,Justin,James,Justin,13,2,a,NA,NA,,NA,45,0.5,0.0,1893,21,0,0,NA,1.7,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
333,Bornauw,Sebastiaan,Bornauw,13,2,a,NA,NA,,NA,45,0.0,0.0,429,5,0,0,NA,1.7,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
334,Muharemović,Tarik,Muharemović,13,2,a,NA,NA,,NA,50,1.3,0.0,0,0,0,0,NA,2.2,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
335,Stach,Anton,Stach,13,3,a,NA,NA,,NA,60,1.4,0.0,2369,28,0,0,NA,2.1,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
336,Okafor,Noah,Okafor,13,3,a,NA,NA,,NA,60,0.7,0.0,1553,19,0,0,NA,2.1,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
337,Aaronson,Brenden,Aaronson,13,3,a,NA,NA,,NA,55,0.7,0.0,2449,30,0,0,NA,2.0,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
338,Ampadu,Ethan,Ampadu,13,3,a,NA,NA,,NA,55,1.4,0.0,3119,35,0,0,NA,2.0,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
339,Longstaff,Sean,Longstaff,13,3,a,NA,NA,,NA,50,0.2,0.0,1003,10,0,0,NA,1.5,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
340,Gelhardt,Joe,Gelhardt,13,3,a,NA,NA,,NA,50,0.0,0.0,0,0,0,0,NA,1.5,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
341,Gnonto,Wilfried,Gnonto,13,3,a,NA,NA,,NA,50,0.1,0.0,521,4,0,0,NA,1.5,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
342,Harrison,Jack,Harrison,13,3,u,NA,0,Has joined New England Revolution permanently,2026-07-28T12:59:09.492431Z,50,0.0,0.0,262,1,0,0,NA,0.0,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
343,James,Daniel,James,13,3,a,NA,NA,,NA,50,0.1,0.0,547,6,0,0,NA,1.5,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
344,Gruev,Ilia,Gruev,13,3,a,NA,NA,,NA,50,0.0,0.0,1318,15,0,0,NA,1.5,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
345,Tanaka,Tanaka,Ao,13,3,a,NA,NA,,NA,50,0.3,0.0,1307,14,0,0,NA,1.5,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
346,Calvert-Lewin,Dominic,Calvert-Lewin,13,4,a,NA,NA,,NA,60,20.8,0.0,2721,30,0,0,NA,2.0,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
347,Nmecha,Lukas,Nmecha,13,4,a,NA,NA,,NA,55,0.6,0.0,1065,10,0,0,NA,1.8,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
348,Piroe,Joël,Piroe,13,4,a,NA,NA,,NA,50,0.5,0.0,244,2,0,0,NA,1.4,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
349,Mateo Joseph,Mateo,Joseph Fernández-Regatillo,13,4,i,NA,0,Knee injury - Unknown return date,2026-07-29T18:00:10.338170Z,45,0.3,0.0,0,0,0,0,NA,0.0,LEE,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
350,A.Becker,Alisson,Becker,14,1,a,NA,NA,,NA,55,4.1,0.0,2340,26,0,0,NA,3.3,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
351,Mamardashvili,Giorgi,Mamardashvili,14,1,a,NA,NA,,NA,50,0.2,0.0,867,10,0,0,NA,2.6,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
352,Woodman,Freddie,Woodman,14,1,a,NA,NA,,NA,40,1.3,0.0,212,2,0,0,NA,1.0,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
353,Pecsi,Armin,Pecsi,14,1,a,NA,NA,,NA,40,0.1,0.0,0,0,0,0,NA,1.0,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
354,Jaros,Vitezslav,Jaros,14,1,i,NA,0,Knee injury - Unknown return date,2026-07-29T18:00:10.351066Z,40,0.0,0.0,0,0,0,0,NA,0.0,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
355,Davies,Harvey,Davies,14,1,a,NA,NA,,NA,40,0.1,0.0,0,0,0,0,NA,1.0,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
356,Virgil,Virgil,van Dijk,14,2,a,NA,NA,,NA,65,16.2,0.0,3420,38,0,0,NA,3.1,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
357,Frimpong,Jeremie,Frimpong,14,2,a,NA,NA,,NA,55,3.0,0.0,1032,12,0,0,NA,2.5,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
358,Kerkez,Milos,Kerkez,14,2,a,NA,NA,,NA,55,5.9,0.0,2251,27,0,0,NA,2.5,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
359,Gomez,Joe,Gomez,14,2,i,NA,0,Muscular injury - Unknown return date,2026-07-26T08:30:10.078473Z,50,0.1,0.0,594,7,0,0,NA,0.0,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
360,Bradley,Conor,Bradley,14,2,i,NA,0,Knee injury - Unknown return date,2026-07-23T12:01:23.565711Z,50,0.0,0.0,928,12,0,0,NA,0.0,LIV,2026-08-03T20:15:49Z,2026-08-03,1,NA,2026-08-21T17:30:00Z,429.24
